ProductID,Weight,FatContent,ProductVisibility,ProductType,Unit Price,Quantity,Total Sales,OutletID,Year,OutletSize,LocationType,OutletType
FDG45,,Low Fat,0,Fruits and Vegetables,214,,2142902,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCQ54,18,Low Fat,0,Household,168,,1677474,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDM34,19,Low Fat,0,Snack Foods,130,,1297626,OUT045,2002,,Tier 2,Supermarket Type1
FDD17,,Low Fat,0,Frozen Foods,238,,2378906,OUT019,1985,Small,Tier 1,Grocery Store
FDN38,,Regular,0,Canned,250,,2500408,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDB53,13,Low Fat,0,Frozen Foods,148,,1484392,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCL06,15,Low Fat,0,Household,262,,2623594,OUT035,2004,Small,Tier 2,Supermarket Type1
NCV18,,Low Fat,0,Household,83,,827250,OUT019,1985,Small,Tier 1,Grocery Store
FDX25,17,Low Fat,0,Canned,182,,1824292,OUT013,1987,High,Tier 3,Supermarket Type1
FDB39,12,Low Fat,0,Dairy,55,,553272,OUT046,1997,Small,Tier 1,Supermarket Type1
FDC33,9,Regular,0,Fruits and Vegetables,197,,1973768,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCO14,10,Low Fat,0,Household,44,,444086,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDA58,,Low Fat,0,Snack Foods,237,,2373932,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCQ02,13,Low Fat,0,Household,186,,1864556,OUT017,2007,,Tier 2,Supermarket Type1
NCR53,12,Low Fat,0,Health and Hygiene,227,,2270404,OUT017,2007,,Tier 2,Supermarket Type1
FDN52,9,Regular,0,Frozen Foods,88,,881198,OUT046,1997,Small,Tier 1,Supermarket Type1
FDG26,19,Low Fat,0,Canned,257,,2566330,OUT046,1997,Small,Tier 1,Supermarket Type1
FDE23,,Regular,0,Starchy Foods,47,,467060,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRI37,16,Low Fat,0,Soft Drinks,59,,591904,OUT013,1987,High,Tier 3,Supermarket Type1
DRH37,18,Low Fat,0,Soft Drinks,166,,1660526,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDO01,21,Regular,0,Breakfast,128,,1277994,OUT035,2004,Small,Tier 2,Supermarket Type1
FDK45,12,Low Fat,0,Seafood,114,,1138860,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDP23,7,Low Fat,0,Breads,218,,2176166,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDM33,16,Low Fat,0,Snack Foods,220,,2200798,OUT035,2004,Small,Tier 2,Supermarket Type1
FDD36,13,Low Fat,0,Baking Goods,120,,1198124,OUT017,2007,,Tier 2,Supermarket Type1
FDL56,14,Low Fat,0,Fruits and Vegetables,85,,853198,OUT017,2007,,Tier 2,Supermarket Type1
FDT27,11,Regular,0,Meat,236,,2360616,OUT010,1998,,Tier 3,Grocery Store
FDG52,14,Low Fat,0,Frozen Foods,44,,442402,OUT017,2007,,Tier 2,Supermarket Type1
NCL42,19,Low Fat,0,Household,244,,2440144,OUT035,2004,Small,Tier 2,Supermarket Type1
DRJ24,12,low fat,0,Soft Drinks,186,,1858924,OUT046,1997,Small,Tier 1,Supermarket Type1
FDV38,19,Low Fat,0,Dairy,53,,528956,OUT046,1997,Small,Tier 1,Supermarket Type1
FDT35,20,Regular,0,Breads,170,,1697816,OUT045,2002,,Tier 2,Supermarket Type1
FDY51,13,Low Fat,0,Meat,219,,2190798,OUT045,2002,,Tier 2,Supermarket Type1
FDC37,16,Low Fat,0,Baking Goods,106,,1057938,OUT017,2007,,Tier 2,Supermarket Type1
NCP43,18,Low Fat,0,Others,182,,1816660,OUT013,1987,High,Tier 3,Supermarket Type1
FDO33,15,Low Fat,0,Snack Foods,112,,1122518,OUT045,2002,,Tier 2,Supermarket Type1
FDW04,9,Regular,0,Frozen Foods,131,,1308310,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCC31,8,Low Fat,0,Household,155,,1549972,OUT046,1997,Small,Tier 1,Supermarket Type1
FDK22,10,Low Fat,0,Snack Foods,216,,2163850,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDJ50,9,Low Fat,0,Canned,55,,545982,OUT017,2007,,Tier 2,Supermarket Type1
FDV13,17,Regular,0,Canned,89,,889856,OUT017,2007,,Tier 2,Supermarket Type1
DRL60,9,Low Fat,0,Soft Drinks,152,,1518682,OUT017,2007,,Tier 2,Supermarket Type1
FDW03,6,Regular,0,Meat,104,,1037306,OUT017,2007,,Tier 2,Supermarket Type1
FDY27,6,Low Fat,0,Dairy,178,,1777344,OUT035,2004,Small,Tier 2,Supermarket Type1
FDB39,,Low Fat,0,Dairy,54,,543272,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDU59,6,Low Fat,0,Breads,162,,1624552,OUT045,2002,,Tier 2,Supermarket Type1
FDZ57,10,Regular,0,Snack Foods,129,,1292994,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDO21,12,Regular,0,Snack Foods,225,,2251404,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDS43,12,Low Fat,0,Fruits and Vegetables,188,,1877240,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDU28,19,Regular,0,Frozen Foods,189,,1893214,OUT010,1998,,Tier 3,Grocery Store
FDC51,11,Regular,0,Dairy,122,,1217730,OUT010,1998,,Tier 3,Grocery Store
FDW16,17,Regular,0,Frozen Foods,92,,923804,OUT010,1998,,Tier 3,Grocery Store
FDP32,7,Low Fat,0,Fruits and Vegetables,126,,1255678,OUT010,1998,,Tier 3,Grocery Store
FDB60,,Low Fat,0,Baking Goods,196,,1956136,OUT019,1985,Small,Tier 1,Grocery Store
NCQ30,8,Low Fat,0,Household,120,,1201414,OUT046,1997,Small,Tier 1,Supermarket Type1
FDD26,9,Regular,0,Canned,185,,1848924,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDI44,16,Low Fat,0,Fruits and Vegetables,77,,772328,OUT045,2002,,Tier 2,Supermarket Type1
DRH23,15,Low Fat,0,Hard Drinks,56,,561614,OUT046,1997,Small,Tier 1,Supermarket Type1
FDO44,13,Low Fat,0,Fruits and Vegetables,110,,1100228,OUT046,1997,Small,Tier 1,Supermarket Type1
FDG04,13,Low Fat,0,Frozen Foods,187,,1873898,OUT046,1997,Small,Tier 1,Supermarket Type1
FDM32,,Low Fat,0,Fruits and Vegetables,91,,914830,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDM09,11,Regular,0,Snack Foods,169,,1694790,OUT013,1987,High,Tier 3,Supermarket Type1
FDZ47,21,Regular,0,Baking Goods,99,,988042,OUT013,1987,High,Tier 3,Supermarket Type1
FDM40,,LF,0,Frozen Foods,143,,1431154,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDY48,14,Low Fat,0,Baking Goods,102,,1015332,OUT017,2007,,Tier 2,Supermarket Type1
NCM30,19,Low Fat,0,Household,42,,424796,OUT045,2002,,Tier 2,Supermarket Type1
FDX36,10,Regular,0,Baking Goods,226,,2259404,OUT010,1998,,Tier 3,Grocery Store
DRF03,19,Low Fat,0,Dairy,39,,391138,OUT017,2007,,Tier 2,Supermarket Type1
FDN51,18,Regular,0,Meat,260,,2597936,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDM57,12,Regular,0,Snack Foods,84,,844908,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDB35,12,Regular,0,Starchy Foods,94,,936804,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDY13,,Low Fat,0,Canned,78,,778670,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDA37,8,Regular,0,Canned,126,,1258046,OUT017,2007,,Tier 2,Supermarket Type1
NCX53,20,Low Fat,0,Health and Hygiene,142,,1421154,OUT017,2007,,Tier 2,Supermarket Type1
FDD59,11,Regular,0,Starchy Foods,81,,807960,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDX10,,Regular,0,Snack Foods,37,,367874,OUT019,1985,Small,Tier 1,Grocery Store
FDC03,9,Regular,0,Dairy,196,,1955794,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDW43,20,Regular,0,Fruits and Vegetables,226,,2262036,OUT035,2004,Small,Tier 2,Supermarket Type1
FDW10,21,Low Fat,0,Snack Foods,176,,1763370,OUT046,1997,Small,Tier 1,Supermarket Type1
FDY14,,Low Fat,0,Dairy,263,,2629226,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDV43,16,Low Fat,0,Fruits and Vegetables,45,,451086,OUT045,2002,,Tier 2,Supermarket Type1
FDO40,17,Low Fat,0,Frozen Foods,150,,1504392,OUT013,1987,High,Tier 3,Supermarket Type1
FDP46,,Low Fat,0,Snack Foods,91,,910830,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCE43,,Low Fat,0,Household,169,,1688448,OUT019,1985,Small,Tier 1,Grocery Store
FDD05,19,Low Fat,0,Frozen Foods,120,,1200098,OUT035,2004,Small,Tier 2,Supermarket Type1
FDJ60,19,Regular,0,Baking Goods,166,,1659184,OUT010,1998,,Tier 3,Grocery Store
DRE27,12,low fat,0,Dairy,96,,958726,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDO11,8,Regular,0,Breads,251,,2506092,OUT035,2004,Small,Tier 2,Supermarket Type1
DRG11,,Low Fat,0,Hard Drinks,107,,1074596,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDK33,18,Low Fat,0,Snack Foods,215,,2149560,OUT010,1998,,Tier 3,Grocery Store
DRM23,17,Low Fat,0,Hard Drinks,170,,1704422,OUT045,2002,,Tier 2,Supermarket Type1
FDJ02,,Regular,0,Canned,146,,1461418,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCZ05,8,Low Fat,0,Health and Hygiene,104,,1043990,OUT045,2002,,Tier 2,Supermarket Type1
NCL30,18,Low Fat,0,Household,126,,1263336,OUT013,1987,High,Tier 3,Supermarket Type1
FDZ19,6,Low Fat,0,Fruits and Vegetables,174,,1742712,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDM45,9,Regular,0,Snack Foods,121,,1208756,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDO36,20,Low Fat,0,Baking Goods,179,,1786660,OUT046,1997,Small,Tier 1,Supermarket Type1
NCK31,11,Low Fat,0,Others,51,,507666,OUT045,2002,,Tier 2,Supermarket Type1
DRJ37,11,Low Fat,0,Soft Drinks,153,,1534024,OUT045,2002,,Tier 2,Supermarket Type1
FDP24,21,Low Fat,0,Baking Goods,120,,1201756,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDF46,7,LF,0,Snack Foods,115,,1151834,OUT013,1987,High,Tier 3,Supermarket Type1
FDX46,,Regular,0,Snack Foods,59,,585562,OUT019,1985,Small,Tier 1,Grocery Store
NCL18,19,Low Fat,0,Household,194,,1937136,OUT045,2002,,Tier 2,Supermarket Type1
FDJ26,15,Regular,0,Canned,213,,2127218,OUT013,1987,High,Tier 3,Supermarket Type1
FDJ07,7,Low Fat,0,Meat,115,,1150150,OUT045,2002,,Tier 2,Supermarket Type1
FDY15,18,Regular,0,Dairy,155,,1551630,OUT013,1987,High,Tier 3,Supermarket Type1
DRG01,15,Low Fat,0,Soft Drinks,75,,748670,OUT045,2002,,Tier 2,Supermarket Type1
FDF58,13,Low Fat,0,Snack Foods,65,,649510,OUT045,2002,,Tier 2,Supermarket Type1
FDZ14,,Regular,0,Dairy,121,,1214756,OUT019,1985,Small,Tier 1,Grocery Store
FDP31,21,Regular,0,Fruits and Vegetables,66,,657168,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDH45,15,Regular,0,Fruits and Vegetables,42,,424796,OUT013,1987,High,Tier 3,Supermarket Type1
FDA09,13,Regular,0,Snack Foods,178,,1783660,OUT010,1998,,Tier 3,Grocery Store
FDW31,11,Regular,0,Fruits and Vegetables,199,,1985742,OUT035,2004,Small,Tier 2,Supermarket Type1
FDA57,19,Low Fat,0,Snack Foods,41,,414480,OUT046,1997,Small,Tier 1,Supermarket Type1
NCE55,9,Low Fat,0,Household,177,,1766370,OUT035,2004,Small,Tier 2,Supermarket Type1
FDC17,,Low Fat,0,Frozen Foods,212,,2123928,OUT019,1985,Small,Tier 1,Grocery Store
FDC59,17,Regular,0,Starchy Foods,65,,646168,OUT013,1987,High,Tier 3,Supermarket Type1
FDA22,7,Low Fat,0,Starchy Foods,168,,1679158,OUT013,1987,High,Tier 3,Supermarket Type1
FDK52,18,Low Fat,0,Frozen Foods,225,,2249062,OUT035,2004,Small,Tier 2,Supermarket Type1
NCM26,21,Low Fat,0,Others,153,,1529340,OUT046,1997,Small,Tier 1,Supermarket Type1
NCT53,5,Low Fat,0,Health and Hygiene,166,,1663526,OUT035,2004,Small,Tier 2,Supermarket Type1
FDW45,18,Low Fat,0,Snack Foods,149,,1490418,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCI18,18,Low Fat,0,Household,223,,2225746,OUT035,2004,Small,Tier 2,Supermarket Type1
FDE38,7,Low Fat,0,Canned,164,,1640842,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDF08,,Regular,0,Fruits and Vegetables,89,,891856,OUT019,1985,Small,Tier 1,Grocery Store
FDY58,12,Low Fat,0,Snack Foods,230,,2296694,OUT010,1998,,Tier 3,Grocery Store
FDF58,,Low Fat,0,Snack Foods,63,,634510,OUT019,1985,Small,Tier 1,Grocery Store
FDX39,14,Regular,0,Meat,210,,2100586,OUT017,2007,,Tier 2,Supermarket Type1
FDB44,7,Low Fat,0,Fruits and Vegetables,211,,2110586,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDF28,16,Regular,0,Frozen Foods,126,,1261046,OUT013,1987,High,Tier 3,Supermarket Type1
FDE39,8,Low Fat,0,Dairy,117,,1171782,OUT013,1987,High,Tier 3,Supermarket Type1
FDT37,14,Low Fat,0,Canned,253,,2530014,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDZ45,14,Low Fat,0,Snack Foods,199,,1990084,OUT017,2007,,Tier 2,Supermarket Type1
FDO40,17,Low Fat,0,Frozen Foods,151,,1509392,OUT035,2004,Small,Tier 2,Supermarket Type1
FDM57,,Regular,0,Snack Foods,85,,853908,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRG36,14,Low Fat,0,Soft Drinks,172,,1718106,OUT017,2007,,Tier 2,Supermarket Type1
FDY36,12,Low Fat,0,Baking Goods,72,,716380,OUT010,1998,,Tier 3,Grocery Store
DRL60,,LF,0,Soft Drinks,152,,1516682,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDS25,,Regular,0,Canned,111,,1108228,OUT019,1985,Small,Tier 1,Grocery Store
DRF49,,Low Fat,0,Soft Drinks,112,,1120518,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDP16,19,Low Fat,0,Frozen Foods,246,,2455802,OUT045,2002,,Tier 2,Supermarket Type1
FDS60,21,Low Fat,0,Baking Goods,181,,1812660,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDU15,,Regular,0,Meat,38,,379532,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDK43,10,LF,0,Meat,127,,1269020,OUT046,1997,Small,Tier 1,Supermarket Type1
FDN25,8,Regular,0,Breakfast,59,,586588,OUT046,1997,Small,Tier 1,Supermarket Type1
FDE53,11,Low Fat,0,Frozen Foods,105,,1049280,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDB22,8,Low Fat,0,Snack Foods,156,,1556998,OUT013,1987,High,Tier 3,Supermarket Type1
FDE39,8,Low Fat,0,Dairy,120,,1195782,OUT017,2007,,Tier 2,Supermarket Type1
FDX35,5,Regular,0,Breads,227,,2270036,OUT035,2004,Small,Tier 2,Supermarket Type1
NCG54,12,Low Fat,0,Household,170,,1697106,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDH27,7,Low Fat,0,Dairy,146,,1458128,OUT035,2004,Small,Tier 2,Supermarket Type1
NCK42,7,Low Fat,0,Household,215,,2154192,OUT013,1987,High,Tier 3,Supermarket Type1
FDS25,7,Regular,0,Canned,109,,1088228,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDI10,9,Regular,0,Snack Foods,172,,1724422,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDU35,6,Low Fat,0,Breads,100,,1004700,OUT035,2004,Small,Tier 2,Supermarket Type1
FDI04,14,Regular,0,Frozen Foods,199,,1990426,OUT017,2007,,Tier 2,Supermarket Type1
DRK23,8,Low Fat,0,Hard Drinks,252,,2518040,OUT035,2004,Small,Tier 2,Supermarket Type1
FDB53,,Low Fat,0,Frozen Foods,148,,1481392,OUT019,1985,Small,Tier 1,Grocery Store
FDY02,9,Regular,0,Dairy,262,,2617910,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDM60,11,Regular,0,Baking Goods,40,,403138,OUT035,2004,Small,Tier 2,Supermarket Type1
NCJ31,19,LF,0,Others,240,,2396196,OUT010,1998,,Tier 3,Grocery Store
DRP35,19,Low Fat,0,Hard Drinks,127,,1266336,OUT017,2007,,Tier 2,Supermarket Type1
NCQ30,8,Low Fat,0,Household,122,,1224414,OUT018,2009,Medium,Tier 3,Supermarket Type2
DRL11,11,Low Fat,0,Hard Drinks,158,,1584946,OUT010,1998,,Tier 3,Grocery Store
FDU01,20,Regular,0,Canned,185,,1847924,OUT013,1987,High,Tier 3,Supermarket Type1
FDR39,20,Low Fat,0,Meat,181,,1807292,OUT035,2004,Small,Tier 2,Supermarket Type1
FDO08,11,Regular,0,Fruits and Vegetables,166,,1657526,OUT046,1997,Small,Tier 1,Supermarket Type1
FDC02,21,Low Fat,0,Canned,261,,2611278,OUT045,2002,,Tier 2,Supermarket Type1
NCZ29,15,Low Fat,0,Health and Hygiene,127,,1274362,OUT035,2004,Small,Tier 2,Supermarket Type1
FDF29,15,Regular,0,Frozen Foods,131,,1309310,OUT010,1998,,Tier 3,Grocery Store
FDZ23,18,Regular,0,Baking Goods,187,,1873240,OUT017,2007,,Tier 2,Supermarket Type1
NCU53,5,Low Fat,0,Health and Hygiene,165,,1645842,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCW30,5,Low Fat,0,Household,258,,2580962,OUT013,1987,High,Tier 3,Supermarket Type1
NCM26,,Low Fat,0,Others,155,,1545340,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDV50,,Low Fat,0,Dairy,123,,1225730,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDW15,15,Regular,0,Meat,146,,1464734,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDI35,,Low Fat,0,Starchy Foods,183,,1826634,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDO11,8,Regular,0,Breads,249,,2490092,OUT017,2007,,Tier 2,Supermarket Type1
FDN48,13,Low Fat,0,Baking Goods,93,,925804,OUT046,1997,Small,Tier 1,Supermarket Type1
NCA17,21,Low Fat,0,Health and Hygiene,150,,1499392,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCN54,20,Low Fat,0,Household,79,,792328,OUT013,1987,High,Tier 3,Supermarket Type1
FDP22,15,Regular,0,Snack Foods,50,,497666,OUT013,1987,High,Tier 3,Supermarket Type1
NCB54,9,Low Fat,0,Health and Hygiene,126,,1262336,OUT035,2004,Small,Tier 2,Supermarket Type1
FDD08,8,Low Fat,0,Fruits and Vegetables,38,,377506,OUT045,2002,,Tier 2,Supermarket Type1
DRM48,15,Low Fat,0,Soft Drinks,36,,359848,OUT010,1998,,Tier 3,Grocery Store
FDG41,,Regular,0,Frozen Foods,110,,1103228,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDE44,,LF,0,Fruits and Vegetables,49,,487692,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDE26,9,Low Fat,0,Canned,144,,1440786,OUT035,2004,Small,Tier 2,Supermarket Type1
NCS38,9,Low Fat,0,Household,113,,1131176,OUT013,1987,High,Tier 3,Supermarket Type1
NCJ54,10,Low Fat,0,Household,230,,2304642,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDI40,,Regular,0,Frozen Foods,99,,988358,OUT019,1985,Small,Tier 1,Grocery Store
FDN45,19,Low Fat,0,Snack Foods,224,,2244088,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDU43,19,Regular,0,Fruits and Vegetables,240,,2398564,OUT046,1997,Small,Tier 1,Supermarket Type1
FDI04,14,Regular,0,Frozen Foods,198,,1975426,OUT010,1998,,Tier 3,Grocery Store
NCC07,20,Low Fat,0,Household,105,,1049964,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCC07,,Low Fat,0,Household,105,,1045964,OUT019,1985,Small,Tier 1,Grocery Store
NCD18,16,Low Fat,0,Household,231,,2313668,OUT045,2002,,Tier 2,Supermarket Type1
FDU55,16,Low Fat,0,Fruits and Vegetables,259,,2586278,OUT035,2004,Small,Tier 2,Supermarket Type1
FDX59,10,Low Fat,0,Breads,35,,352558,OUT035,2004,Small,Tier 2,Supermarket Type1
FDR52,13,Regular,0,Frozen Foods,191,,1907846,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCP17,19,Low Fat,0,Health and Hygiene,63,,633168,OUT013,1987,High,Tier 3,Supermarket Type1
FDQ32,18,reg,0,Fruits and Vegetables,122,,1222388,OUT045,2002,,Tier 2,Supermarket Type1
NCT17,11,Low Fat,0,Health and Hygiene,188,,1880214,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDO10,14,Regular,0,Snack Foods,58,,577588,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDE32,21,Low Fat,0,Fruits and Vegetables,37,,365506,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDN44,13,Low Fat,0,Fruits and Vegetables,158,,1581920,OUT045,2002,,Tier 2,Supermarket Type1
FDH02,7,reg,0,Canned,89,,888488,OUT035,2004,Small,Tier 2,Supermarket Type1
FDK60,17,Regular,0,Baking Goods,99,,989068,OUT013,1987,High,Tier 3,Supermarket Type1
FDS24,,Regular,0,Baking Goods,87,,865514,OUT019,1985,Small,Tier 1,Grocery Store
FDL03,19,Regular,0,Meat,198,,1982110,OUT010,1998,,Tier 3,Grocery Store
FDB46,,Regular,0,Snack Foods,213,,2126244,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDO48,15,Regular,0,Baking Goods,223,,2226456,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDZ39,20,Regular,0,Meat,103,,1033990,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDT02,,LF,0,Dairy,35,,351874,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDC50,16,Low Fat,0,Canned,95,,948094,OUT013,1987,High,Tier 3,Supermarket Type1
FDP39,13,Low Fat,0,Meat,52,,515324,OUT035,2004,Small,Tier 2,Supermarket Type1
DRG15,6,Low Fat,0,Dairy,60,,600536,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDP10,19,Low Fat,0,Snack Foods,104,,1041622,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDF53,,Regular,0,Frozen Foods,182,,1818318,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDN34,16,Regular,0,Snack Foods,170,,1704132,OUT045,2002,,Tier 2,Supermarket Type1
FDK02,13,Low Fat,0,Canned,121,,1207440,OUT045,2002,,Tier 2,Supermarket Type1
FDC23,18,Low Fat,0,Starchy Foods,176,,1763686,OUT045,2002,,Tier 2,Supermarket Type1
FDJ10,,Regular,0,Snack Foods,140,,1402838,OUT019,1985,Small,Tier 1,Grocery Store
FDE53,11,Low Fat,0,Frozen Foods,107,,1070280,OUT035,2004,Small,Tier 2,Supermarket Type1
FDR25,17,Regular,0,Canned,267,,2665884,OUT035,2004,Small,Tier 2,Supermarket Type1
FDW50,13,Low Fat,0,Dairy,166,,1657158,OUT046,1997,Small,Tier 1,Supermarket Type1
FDS09,9,Regular,0,Snack Foods,51,,514008,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDW49,20,Low Fat,0,Canned,178,,1781002,OUT010,1998,,Tier 3,Grocery Store
FDU51,20,Regular,0,Meat,179,,1787028,OUT046,1997,Small,Tier 1,Supermarket Type1
FDF28,16,Regular,0,Frozen Foods,126,,1261046,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCY30,20,Low Fat,0,Household,180,,1796976,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDD44,8,Regular,0,Fruits and Vegetables,259,,2593646,OUT045,2002,,Tier 2,Supermarket Type1
FDX09,9,Low Fat,0,Snack Foods,177,,1773370,OUT017,2007,,Tier 2,Supermarket Type1
NCF30,17,Low Fat,0,Household,126,,1259362,OUT013,1987,High,Tier 3,Supermarket Type1
FDZ50,,Regular,0,Dairy,185,,1854608,OUT019,1985,Small,Tier 1,Grocery Store
FDW37,19,Low Fat,0,Canned,89,,892488,OUT013,1987,High,Tier 3,Supermarket Type1
FDD11,13,Low Fat,0,Starchy Foods,254,,2544040,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRH39,21,Low Fat,0,Dairy,76,,755670,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDA36,6,Low Fat,0,Baking Goods,184,,1841924,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCG43,20,Low Fat,0,Household,92,,924462,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDF02,16,low fat,0,Canned,104,,1036990,OUT035,2004,Small,Tier 2,Supermarket Type1
FDP57,,low fat,0,Snack Foods,102,,1018990,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCE42,21,Low Fat,0,Household,232,,2319958,OUT017,2007,,Tier 2,Supermarket Type1
NCR38,,LF,0,Household,253,,2528724,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDP03,,Regular,0,Meat,125,,1251388,OUT019,1985,Small,Tier 1,Grocery Store
FDO51,7,Regular,0,Meat,42,,423112,OUT035,2004,Small,Tier 2,Supermarket Type1
NCQ42,20,Low Fat,0,Household,128,,1284678,OUT046,1997,Small,Tier 1,Supermarket Type1
NCM41,17,Low Fat,0,Health and Hygiene,91,,912120,OUT046,1997,Small,Tier 1,Supermarket Type1
FDH48,,Low Fat,0,Baking Goods,85,,850540,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRF60,11,Low Fat,0,Soft Drinks,236,,2364564,OUT046,1997,Small,Tier 1,Supermarket Type1
FDJ27,18,Regular,0,Meat,101,,1014674,OUT035,2004,Small,Tier 2,Supermarket Type1
FDQ14,9,Low Fat,0,Dairy,151,,1508050,OUT013,1987,High,Tier 3,Supermarket Type1
FDN27,21,Low Fat,0,Meat,119,,1185808,OUT017,2007,,Tier 2,Supermarket Type1
NCQ02,13,Low Fat,0,Household,189,,1886556,OUT046,1997,Small,Tier 1,Supermarket Type1
FDJ33,9,Regular,0,Snack Foods,125,,1248730,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDP07,,Low Fat,0,Fruits and Vegetables,196,,1960110,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRE01,10,LF,0,Soft Drinks,241,,2412512,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDU36,6,Low Fat,0,Baking Goods,100,,999384,OUT045,2002,,Tier 2,Supermarket Type1
FDL28,10,Regular,0,Frozen Foods,229,,2286668,OUT017,2007,,Tier 2,Supermarket Type1
NCX53,20,Low Fat,0,Health and Hygiene,141,,1412154,OUT046,1997,Small,Tier 1,Supermarket Type1
FDZ39,20,Regular,0,Meat,104,,1036990,OUT013,1987,High,Tier 3,Supermarket Type1
NCP42,9,Low Fat,0,Household,195,,1953478,OUT013,1987,High,Tier 3,Supermarket Type1
FDJ14,10,Regular,0,Canned,81,,812960,OUT035,2004,Small,Tier 2,Supermarket Type1
FDK04,7,Low Fat,0,Frozen Foods,55,,553588,OUT049,1999,Medium,Tier 1,Supermarket Type1
