ProductID,Weight,FatContent,ProductVisibility,ProductType,MRP,Quantity,  Sales  ,OutletID,Date,OutletSize,LocationType,OutletType
FDE24,15,LF,0,Baking Goods,141,," 1,413,812.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
DRJ49,7,Low Fat,0,Soft Drinks,131,," 1,310,652.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
NCQ53,18,Low Fat,0,Health and Hygiene,236,," 2,357,590.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
NCL41,12,Low Fat,0,Health and Hygiene,35,," 354,216.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDR22,19,Regular,0,Snack Foods,111,," 1,108,544.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDH04,6,Regular,0,Frozen Foods,92,," 920,488.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
DRH15,9,low fat,0,Dairy,43,," 434,428.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDY40,16,Regular,0,Frozen Foods,49,," 488,692.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
NCI17,9,Low Fat,0,Health and Hygiene,98,," 980,410.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
NCC18,19,Low Fat,0,Household,174,," 1,738,422.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDY28,,Regular,0,Frozen Foods,212,," 2,117,218.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDB45,,Low Fat,0,Fruits and Vegetables,104,," 1,040,306.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
NCL30,18,Low Fat,0,Household,127,," 1,269,336.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDM10,18,Low Fat,0,Snack Foods,213,," 2,127,218.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDH22,,Low Fat,0,Snack Foods,128,," 1,279,678.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
NCZ53,10,Low Fat,0,Health and Hygiene,190,," 1,900,214.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
NCI18,18,Low Fat,0,Household,223,," 2,225,746.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDH14,,Regular,0,Canned,142,," 1,421,838.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDR36,,Regular,0,Baking Goods,44,," 436,454.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDW01,15,Low Fat,0,Canned,152,," 1,516,682.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDK02,,Low Fat,0,Canned,120,," 1,198,440.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDJ02,17,Regular,0,Canned,147,," 1,469,418.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDU55,16,Low Fat,0,Fruits and Vegetables,260,," 2,604,278.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
NCV18,,Low Fat,0,Household,85,," 848,250.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDH14,17,Regular,0,Canned,139,," 1,386,838.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDZ37,8,Regular,0,Canned,89,," 887,198.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDX49,5,Regular,0,Canned,233,," 2,325,300.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
NCD43,9,LF,0,Household,105,," 1,045,964.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDZ07,15,Regular,0,Fruits and Vegetables,61,," 613,194.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDK43,10,Low Fat,0,Meat,126,," 1,263,020.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDR32,7,Regular,0,Fruits and Vegetables,229,," 2,291,694.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDT39,6,Regular,0,Meat,152,," 1,518,366.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
NCV54,11,Low Fat,0,Household,120,," 1,202,124.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDF38,12,Regular,0,Canned,42,," 417,138.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDV60,20,Regular,0,Baking Goods,198,," 1,975,110.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDH44,,Regular,0,Fruits and Vegetables,145,," 1,451,418.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDS21,20,Regular,0,Snack Foods,61,," 612,194.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
NCL41,12,low fat,0,Health and Hygiene,36,," 356,216.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDM46,7,Low Fat,0,Snack Foods,94,," 940,120.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDU27,19,Regular,0,Meat,50,," 498,376.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
NCJ54,10,Low Fat,0,Household,233,," 2,330,642.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
DRG51,12,Low Fat,0,Dairy,166,," 1,659,526.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
NCA29,,Low Fat,0,Household,170,," 1,704,106.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDR47,18,Low Fat,0,Breads,194,," 1,943,794.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
NCL19,,Low Fat,0,Others,142,," 1,419,470.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
DRG01,15,Low Fat,0,Soft Drinks,76,," 762,670.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDG10,7,Regular,0,Snack Foods,58,," 579,588.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
NCV05,10,Low Fat,0,Health and Hygiene,153,," 1,526,656.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
NCH18,,Low Fat,0,Household,244,," 2,439,802.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDV14,20,Low Fat,0,Dairy,86,," 864,856.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
DRJ23,18,Low Fat,0,Hard Drinks,190,," 1,902,872.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
DRJ11,10,Low Fat,0,Hard Drinks,187,," 1,871,872.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDZ03,14,Regular,0,Dairy,186,," 1,858,240.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDI27,9,Regular,0,Dairy,46,," 457,744.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDJ14,10,Regular,0,Canned,82,," 817,960.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDU32,9,Low Fat,0,Fruits and Vegetables,121,," 1,205,414.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDD47,,Regular,0,Starchy Foods,171,," 1,713,448.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
DRF36,16,Low Fat,0,Soft Drinks,190,," 1,903,846.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDM21,20,LF,0,Snack Foods,258,," 2,583,646.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDV10,8,Regular,0,Snack Foods,43,," 430,112.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDH60,20,Regular,0,Baking Goods,195,," 1,947,110.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDX47,7,Regular,0,Breads,156,," 1,562,288.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDT19,,reg,0,Fruits and Vegetables,175,," 1,746,080.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDO11,8,Regular,0,Breads,251,," 2,510,092.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDH24,,Low Fat,0,Baking Goods,158,," 1,578,288.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDL02,20,Regular,0,Canned,108,," 1,076,622.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDB02,10,Regular,0,Canned,176,," 1,760,370.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDA43,11,Low Fat,0,Fruits and Vegetables,196,," 1,955,794.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDG52,14,Low Fat,0,Frozen Foods,46,," 464,402.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
DRC12,18,Low Fat,0,Soft Drinks,190,," 1,895,188.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDY37,17,Regular,0,Canned,142,," 1,420,470.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
NCU18,15,Low Fat,0,Household,142,," 1,415,496.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDU09,8,Regular,0,Snack Foods,56,," 560,956.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
DRJ25,,Low Fat,0,Soft Drinks,49,," 493,692.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
DRE12,5,Low Fat,0,Soft Drinks,113,," 1,130,860.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
DRL47,20,Low Fat,0,Hard Drinks,125,," 1,251,362.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
DRK01,8,low fat,0,Soft Drinks,96,," 959,436.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDC22,,Regular,0,Snack Foods,191,," 1,913,820.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDG44,6,Low Fat,0,Fruits and Vegetables,53,," 529,298.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDW04,9,Regular,0,Frozen Foods,130,," 1,303,310.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDK09,15,Low Fat,0,Snack Foods,228,," 2,279,352.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
NCN43,12,Low Fat,0,Others,122,," 1,219,730.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDG04,13,Low Fat,0,Frozen Foods,187,," 1,873,898.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDH32,13,Low Fat,0,Fruits and Vegetables,95,," 947,410.00 ",OUT010,1998.00,,Tier 3,Grocery Store
DRI47,15,Low Fat,0,Hard Drinks,146,," 1,457,128.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
DRE15,13,Low Fat,0,Dairy,75,," 753,012.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDY11,7,Regular,0,Baking Goods,68,," 678,142.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDO60,20,Low Fat,0,Baking Goods,44,," 444,086.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDQ20,8,Low Fat,0,Fruits and Vegetables,41,," 411,138.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDO57,,Low Fat,0,Snack Foods,161,," 1,612,578.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDT14,,Regular,0,Dairy,120,," 1,199,440.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDA57,19,Low Fat,0,Snack Foods,40,," 403,480.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
DRN35,8,Low Fat,0,Hard Drinks,36,," 358,532.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDJ03,12,Regular,0,Dairy,50,," 503,692.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDX28,6,Low Fat,0,Frozen Foods,101,," 1,012,042.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
DRE25,15,Low Fat,0,Soft Drinks,91,," 913,120.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDR09,18,Low Fat,0,Snack Foods,260,," 2,602,962.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDB23,19,Regular,0,Starchy Foods,226,," 2,263,062.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDO08,11,Regular,0,Fruits and Vegetables,164,," 1,638,526.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDQ23,7,Low Fat,0,Breads,101,," 1,009,332.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDW04,9,Regular,0,Frozen Foods,130,," 1,303,310.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
DRK13,12,Low Fat,0,Soft Drinks,198,," 1,981,084.00 ",OUT010,1998.00,,Tier 3,Grocery Store
NCL17,,LF,0,Health and Hygiene,142,," 1,420,812.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDY21,15,Low Fat,0,Snack Foods,195,," 1,946,110.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDJ38,,Regular,0,Canned,189,," 1,890,530.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDA37,,Regular,0,Canned,127,," 1,265,046.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDV43,16,Low Fat,0,Fruits and Vegetables,45,," 445,086.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDL36,15,Low Fat,0,Baking Goods,92,," 916,830.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDD53,16,Low Fat,0,Frozen Foods,41,," 409,454.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDZ19,6,Low Fat,0,Fruits and Vegetables,176,," 1,763,712.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDV21,12,Low Fat,0,Snack Foods,126,," 1,258,704.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
NCL54,13,Low Fat,0,Household,173,," 1,732,054.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
DRI47,,Low Fat,0,Hard Drinks,144,," 1,444,128.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
DRG03,15,Low Fat,0,Dairy,156,," 1,557,998.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDG21,17,Regular,0,Seafood,150,," 1,499,050.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDW03,6,Regular,0,Meat,105,," 1,046,306.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
NCI55,19,Low Fat,0,Household,121,," 1,212,414.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
DRC36,,Regular,0,Soft Drinks,176,," 1,756,054.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDH22,6,LF,0,Snack Foods,129,," 1,285,678.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDV20,20,Regular,0,Fruits and Vegetables,128,," 1,278,678.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
NCU41,,Low Fat,0,Health and Hygiene,193,," 1,928,846.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDN46,,Regular,0,Snack Foods,104,," 1,043,332.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDK50,8,Low Fat,0,Canned,162,," 1,618,894.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
NCA05,,Low Fat,0,Health and Hygiene,148,," 1,476,734.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
DRH01,18,Low Fat,0,Soft Drinks,173,," 1,734,738.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDT08,14,Low Fat,0,Fruits and Vegetables,150,," 1,495,050.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDM08,10,Regular,0,Fruits and Vegetables,224,," 2,242,088.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDZ07,15,Regular,0,Fruits and Vegetables,61,," 605,194.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDS22,17,Regular,0,Snack Foods,45,," 454,428.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDV35,,Low Fat,0,Breads,157,," 1,565,314.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDI28,14,Low Fat,0,Frozen Foods,78,," 779,302.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDW58,,Low Fat,0,Snack Foods,108,," 1,076,622.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDT52,10,Regular,0,Frozen Foods,245,," 2,452,144.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDY34,11,Regular,0,Snack Foods,164,," 1,641,842.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDR10,18,Low Fat,0,Snack Foods,161,," 1,606,552.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDK57,10,Low Fat,0,Snack Foods,121,," 1,205,440.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDR02,,Low Fat,0,Dairy,109,," 1,092,886.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDX49,5,Regular,0,Canned,234,," 2,340,300.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDQ20,8,Low Fat,0,Fruits and Vegetables,40,," 404,138.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
DRK23,8,Low Fat,0,Hard Drinks,252,," 2,521,040.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
NCW06,16,Low Fat,0,Household,192,," 1,916,162.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDR31,6,Regular,0,Fruits and Vegetables,146,," 1,464,102.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
NCE43,13,Low Fat,0,Household,169,," 1,689,448.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
DRO59,,Low Fat,0,Hard Drinks,77,," 766,012.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDN09,14,Low Fat,0,Snack Foods,244,," 2,444,828.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDR11,11,Regular,0,Breads,161,," 1,611,578.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDO57,21,Low Fat,0,Snack Foods,162,," 1,619,578.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
NCX18,14,Low Fat,0,Household,197,," 1,967,110.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDB05,5,Low Fat,0,Frozen Foods,249,," 2,488,776.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDQ08,16,Regular,0,Fruits and Vegetables,60,," 603,536.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
NCG43,20,Low Fat,0,Household,94,," 940,462.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDJ56,9,Low Fat,0,Fruits and Vegetables,102,," 1,018,700.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDA13,16,Low Fat,0,Canned,36,," 359,506.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDO56,10,Regular,0,Fruits and Vegetables,116,," 1,163,808.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDB37,20,Regular,0,Baking Goods,240,," 2,404,538.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDZ02,7,Regular,0,Dairy,97,," 966,726.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDQ24,16,Low Fat,0,Baking Goods,250,," 2,499,724.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDM16,8,Regular,0,Frozen Foods,74,," 740,354.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDU35,6,Low Fat,0,Breads,99,," 994,700.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDT35,20,Regular,0,Breads,169,," 1,689,816.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
NCX30,17,Low Fat,0,Household,248,," 2,475,776.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDG04,13,Low Fat,0,Frozen Foods,187,," 1,872,898.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDI12,9,Regular,0,Baking Goods,86,," 862,856.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDE35,7,Regular,0,Starchy Foods,60,," 600,904.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
NCP14,,Low Fat,0,Household,106,," 1,060,306.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
NCY53,20,Low Fat,0,Health and Hygiene,110,," 1,101,544.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDP49,9,Regular,0,Breakfast,55,," 551,614.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDQ04,6,Low Fat,0,Frozen Foods,42,," 422,796.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDM39,6,Low Fat,0,Dairy,179,," 1,789,002.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDO58,,Low Fat,0,Snack Foods,163,," 1,625,526.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDC56,8,Low Fat,0,Fruits and Vegetables,119,," 1,193,440.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
NCQ54,18,Low Fat,0,Household,167,," 1,674,474.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDV10,,Regular,0,Snack Foods,43,," 426,112.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
NCK17,11,Low Fat,0,Health and Hygiene,40,," 403,480.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
NCF55,,Low Fat,0,Household,36,," 364,874.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDV33,10,Regular,0,Snack Foods,260,," 2,598,304.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
NCH29,,Low Fat,0,Health and Hygiene,96,," 962,726.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDA37,,Regular,0,Canned,126,," 1,255,046.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDH46,7,Regular,0,Snack Foods,102,," 1,019,332.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDS25,7,Regular,0,Canned,111,," 1,106,228.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDH04,,Regular,0,Frozen Foods,90,," 897,488.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDX52,12,Regular,0,Frozen Foods,191,," 1,913,820.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
NCD42,17,Low Fat,0,Health and Hygiene,37,," 371,506.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDW47,15,Low Fat,0,Breads,122,," 1,219,414.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDL25,,Regular,0,Breakfast,93,," 929,804.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
NCJ06,20,Low Fat,0,Household,120,," 1,203,782.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDY09,16,Low Fat,0,Snack Foods,174,," 1,737,054.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDS40,15,Low Fat,0,Frozen Foods,37,," 372,190.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDH41,9,Low Fat,0,Frozen Foods,215,," 2,151,534.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDG38,9,Regular,0,Canned,85,," 849,224.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDU03,,Regular,0,Meat,181,," 1,806,292.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDV20,20,Regular,0,Fruits and Vegetables,128,," 1,279,678.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
DRB13,6,Regular,0,Soft Drinks,191,," 1,906,530.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
NCQ30,8,Low Fat,0,Household,120,," 1,202,414.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
NCH06,12,Low Fat,0,Household,245,," 2,451,460.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDU50,6,Regular,0,Dairy,113,," 1,128,176.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
NCO42,,Low Fat,0,Household,145,," 1,452,102.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDW09,14,Regular,0,Snack Foods,80,," 800,302.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDH04,6,Regular,0,Frozen Foods,91,," 906,488.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDC21,15,Regular,0,Fruits and Vegetables,108,," 1,077,254.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDL21,16,Regular,0,Snack Foods,40,," 404,480.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDM46,7,Low Fat,0,Snack Foods,94,," 936,120.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDT22,,Low Fat,0,Snack Foods,60,," 604,220.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDB28,7,Low Fat,0,Dairy,198,," 1,984,426.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDI12,9,Regular,0,Baking Goods,88,," 884,856.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDA28,16,Regular,0,Frozen Foods,126,," 1,262,362.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDF59,13,Low Fat,0,Starchy Foods,128,," 1,279,020.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDM45,,Regular,0,Snack Foods,122,," 1,222,756.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDQ56,7,Low Fat,0,Fruits and Vegetables,83,," 831,908.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDR46,17,Low Fat,0,Snack Foods,146,," 1,460,760.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDT01,14,Regular,0,Canned,212,," 2,124,902.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDD16,,Low Fat,0,Frozen Foods,75,," 747,696.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
NCU30,5,Low Fat,0,Household,161,," 1,612,210.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDM40,10,Low Fat,0,Frozen Foods,144,," 1,437,154.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDI56,7,Low Fat,0,Fruits and Vegetables,93,," 931,146.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
NCS30,6,Low Fat,0,Household,128,," 1,275,652.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDU08,10,Low Fat,0,Fruits and Vegetables,99,," 989,042.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDX51,,Regular,0,Meat,195,," 1,951,452.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDA43,11,Low Fat,0,Fruits and Vegetables,197,," 1,966,794.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDX59,10,Low Fat,0,Breads,34,," 336,558.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDC37,16,Low Fat,0,Baking Goods,106,," 1,060,938.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDP58,11,Low Fat,0,Snack Foods,219,," 2,189,482.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
NCY42,6,Low Fat,0,Household,142,," 1,424,470.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDF21,10,Regular,0,Fruits and Vegetables,190,," 1,896,530.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDU10,,Regular,0,Snack Foods,38,," 381,848.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
DRL47,20,Low Fat,0,Hard Drinks,125,," 1,247,362.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
